pasta,identifier,filename,Formato,titulo,size,Link
03 - 07.05.2022 - Psicologia Organizacional e do Trabalho,0705-PARTE_1,07.05 - PARTE 1,p4,07.05 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0705-PARTE_1/qualidade-720.mp4
03 - 11.06.2022 - Estratégias de Marketing em Mídias Sociais,1106-PARTE_4,11.06 - PARTE 4,p4,11.06 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1106-PARTE_4/qualidade-720.mp4
03 - 11.06.2022 - Estratégias de Marketing em Mídias Sociais,1106-PARTE_3,11.06 - PARTE 3,p4,11.06 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1106-PARTE_3/qualidade-720.mp4
03 - 11.06.2022 - Estratégias de Marketing em Mídias Sociais,1106-PARTE_2,11.06 - PARTE 2,p4,11.06 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1106-PARTE_2/qualidade-720.mp4
03 - 11.06.2022 - Estratégias de Marketing em Mídias Sociais,1106-PARTE_1,11.06 - PARTE 1,p4,11.06 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1106-PARTE_1/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,1806-PARTE_4,18.06 - PARTE 4,p4,18.06 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1806-PARTE_4/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,1806-PARTE_3,18.06 - PARTE 3,p4,18.06 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1806-PARTE_3/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,1806-PARTE_2,18.06 - PARTE 2,p4,18.06 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1806-PARTE_2/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,1806-PARTE_1,18.06 - PARTE 1,p4,18.06 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1806-PARTE_1/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,180622-PARTE_4,18.06.22 - PARTE 4,p4,18.06.22 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/180622-PARTE_4/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,180622-PARTE_3,18.06.22 - PARTE 3,p4,18.06.22 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/180622-PARTE_3/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,180622-PARTE_2,18.06.22 - PARTE 2,p4,18.06.22 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/180622-PARTE_2/qualidade-720.mp4
04 - 18.06.2022 - Branding Construção e Engajamento da Marca,180622-PARTE_1,18.06.22 - PARTE 1,p4,18.06.22 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/180622-PARTE_1/qualidade-720.mp4
04 - 21.05.2022 - Psicologia Organizacional e do Trabalho,2105-PARTE_4,21.05 - PARTE 4,p4,21.05 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2105-PARTE_4/qualidade-720.mp4
04 - 21.05.2022 - Psicologia Organizacional e do Trabalho,2105-PARTE_3,21.05 - PARTE 3,p4,21.05 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2105-PARTE_3/qualidade-720.mp4
04 - 21.05.2022 - Psicologia Organizacional e do Trabalho,2105-PARTE_2,21.05 - PARTE 2,p4,21.05 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2105-PARTE_2/qualidade-720.mp4
04 - 21.05.2022 - Psicologia Organizacional e do Trabalho,2105-PARTE_1,21.05 - PARTE 1,p4,21.05 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2105-PARTE_1/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,0207-PARTE_5,02.07 - PARTE 5,p4,02.07 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0207-PARTE_5/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,0207-PARTE_4,02.07 - PARTE 4,p4,02.07 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0207-PARTE_4/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,0207-PARTE_3,02.07 - PARTE 3,p4,02.07 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0207-PARTE_3/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,0207-PARTE_2,02.07 - PARTE 2,p4,02.07 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0207-PARTE_2/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,0207-PARTE_1,02.07 - PARTE 1,p4,02.07 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0207-PARTE_1/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,020722-PARTE_5,02.07.22 - PARTE 5,p4,02.07.22 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/020722-PARTE_5/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,020722-PARTE_4,02.07.22 - PARTE 4,p4,02.07.22 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/020722-PARTE_4/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,020722-PARTE_3,02.07.22 - PARTE 3,p4,02.07.22 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/020722-PARTE_3/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,020722-PARTE_2,02.07.22 - PARTE 2,p4,02.07.22 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/020722-PARTE_2/qualidade-720.mp4
05 - 02.07.2022 - Branding Construção e Engajamento da Marca,020722-PARTE_1,02.07.22 - PARTE 1,p4,02.07.22 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/020722-PARTE_1/qualidade-720.mp4
05 - 04.06.2022 - Psicologia Organizacional e do Trabalho,0406-PARTE_5,04.06 - PARTE 5,p4,04.06 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0406-PARTE_5/qualidade-720.mp4
05 - 04.06.2022 - Psicologia Organizacional e do Trabalho,0406-PARTE_4,04.06 - PARTE 4,p4,04.06 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0406-PARTE_4/qualidade-720.mp4
05 - 04.06.2022 - Psicologia Organizacional e do Trabalho,0406-PARTE_3,04.06 - PARTE 3,p4,04.06 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0406-PARTE_3/qualidade-720.mp4
05 - 04.06.2022 - Psicologia Organizacional e do Trabalho,0406-PARTE_2,04.06 - PARTE 2,p4,04.06 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0406-PARTE_2/qualidade-720.mp4
05 - 04.06.2022 - Psicologia Organizacional e do Trabalho,0406-PARTE_1,04.06 - PARTE 1,p4,04.06 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0406-PARTE_1/qualidade-720.mp4
06 - 16.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,160722-PARTE_4,16.07.22 - PARTE 4,p4,16.07.22 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/160722-PARTE_4/qualidade-720.mp4
06 - 16.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,160722-PARTE_3,16.07.22 - PARTE 3,p4,16.07.22 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/160722-PARTE_3/qualidade-720.mp4
06 - 16.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,160722-PARTE_2,16.07.22 - PARTE 2,p4,16.07.22 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/160722-PARTE_2/qualidade-720.mp4
06 - 16.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,160722-PARTE_1,16.07.22 - PARTE 1,p4,16.07.22 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/160722-PARTE_1/qualidade-720.mp4
"06 - 18.06.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",18062022-PARTE_4,18.06.2022 - PARTE 4,p4,18.06.2022 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/18062022-PARTE_4/qualidade-720.mp4
"06 - 18.06.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",18062022-PARTE_3,18.06.2022 - PARTE 3,p4,18.06.2022 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/18062022-PARTE_3/qualidade-720.mp4
"06 - 18.06.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",18062022-PARTE_2,18.06.2022 - PARTE 2,p4,18.06.2022 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/18062022-PARTE_2/qualidade-720.mp4
"06 - 18.06.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",18062022-PARTE_1,18.06.2022 - PARTE 1,p4,18.06.2022 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/18062022-PARTE_1/qualidade-720.mp4
06 - 23.07.2022 - Publicidade e Cultura Visual Contemporânea,2307-PARTE_4,23.07 - PARTE 4,p4,23.07 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2307-PARTE_4/qualidade-720.mp4
06 - 23.07.2022 - Publicidade e Cultura Visual Contemporânea,2307-PARTE_3,23.07 - PARTE 3,p4,23.07 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2307-PARTE_3/qualidade-720.mp4
06 - 23.07.2022 - Publicidade e Cultura Visual Contemporânea,2307-PARTE_2,23.07 - PARTE 2,p4,23.07 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2307-PARTE_2/qualidade-720.mp4
06 - 23.07.2022 - Publicidade e Cultura Visual Contemporânea,2307-PARTE_1,23.07 - PARTE 1,p4,23.07 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2307-PARTE_1/qualidade-720.mp4
"07 - 02.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",02072022-PARTE_4,02.07.2022 - PARTE 4,p4,02.07.2022 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/02072022-PARTE_4/qualidade-720.mp4
"07 - 02.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",02072022-PARTE_3,02.07.2022 - PARTE 3,p4,02.07.2022 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/02072022-PARTE_3/qualidade-720.mp4
"07 - 02.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",02072022-PARTE_2,02.07.2022 - PARTE 2,p4,02.07.2022 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/02072022-PARTE_2/qualidade-720.mp4
"07 - 02.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",02072022-PARTE_1,02.07.2022 - PARTE 1,p4,02.07.2022 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/02072022-PARTE_1/qualidade-720.mp4
07 - 06.08.2022 - Publicidade e Cultura Visual Contemporânea,0608-PARTE_4,06.08 - PARTE 4,p4,06.08 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0608-PARTE_4/qualidade-720.mp4
07 - 06.08.2022 - Publicidade e Cultura Visual Contemporânea,0608-PARTE_3,06.08 - PARTE 3,p4,06.08 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0608-PARTE_3/qualidade-720.mp4
07 - 06.08.2022 - Publicidade e Cultura Visual Contemporânea,0608-PARTE_2,06.08 - PARTE 2,p4,06.08 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0608-PARTE_2/qualidade-720.mp4
07 - 06.08.2022 - Publicidade e Cultura Visual Contemporânea,0608-PARTE_1,06.08 - PARTE 1,p4,06.08 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0608-PARTE_1/qualidade-720.mp4
07 - 30.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,300722-PARTE_5,30.07.22 - PARTE 5,p4,30.07.22 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/300722-PARTE_5/qualidade-720.mp4
07 - 30.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,300722-PARTE_4,30.07.22 - PARTE 4,p4,30.07.22 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/300722-PARTE_4/qualidade-720.mp4
07 - 30.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,300722-PARTE_3,30.07.22 - PARTE 3,p4,30.07.22 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/300722-PARTE_3/qualidade-720.mp4
07 - 30.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,300722-PARTE_2,30.07.22 - PARTE 2,p4,30.07.22 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/300722-PARTE_2/qualidade-720.mp4
07 - 30.07.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,300722-PARTE_1,30.07.22 - PARTE 1,p4,30.07.22 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/300722-PARTE_1/qualidade-720.mp4
08 - 13.08.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,130822-PARTE_4,13.08.22 - PARTE 4,p4,13.08.22 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/130822-PARTE_4/qualidade-720.mp4
08 - 13.08.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,130822-PARTE_3,13.08.22 - PARTE 3,p4,13.08.22 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/130822-PARTE_3/qualidade-720.mp4
08 - 13.08.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,130822-PARTE_2,13.08.22 - PARTE 2,p4,13.08.22 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/130822-PARTE_2/qualidade-720.mp4
08 - 13.08.2022 - TQM - Gestão da Qualidade e Melhoria Contínua,130822-PARTE_1,13.08.22 - PARTE 1,p4,13.08.22 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/130822-PARTE_1/qualidade-720.mp4
"08 - 16.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",1607-PARTE_4,16.07 - PARTE 4,p4,16.07 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1607-PARTE_4/qualidade-720.mp4
"08 - 16.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",1607-PARTE_3,16.07 - PARTE 3,p4,16.07 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1607-PARTE_3/qualidade-720.mp4
"08 - 16.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",1607-PARTE_2,16.07 - PARTE 2,p4,16.07 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1607-PARTE_2/qualidade-720.mp4
"08 - 16.07.2022 - Saúde Mental, Stress e Qualidade de Vida no Trabalho",1607-PARTE_1,16.07 - PARTE 1,p4,16.07 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1607-PARTE_1/qualidade-720.mp4
08 - 20.08.2022 - Gestão de Conteúdo e Brand Content,2008-PARTE_4,20.08 - PARTE 4,p4,20.08 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2008-PARTE_4/qualidade-720.mp4
08 - 20.08.2022 - Gestão de Conteúdo e Brand Content,2008-PARTE_3,20.08 - PARTE 3,p4,20.08 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2008-PARTE_3/qualidade-720.mp4
08 - 20.08.2022 - Gestão de Conteúdo e Brand Content,2008-PARTE_2,20.08 - PARTE 2,p4,20.08 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2008-PARTE_2/qualidade-720.mp4
08 - 20.08.2022 - Gestão de Conteúdo e Brand Content,2008-PARTE_1,20.08 - PARTE 1,p4,20.08 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2008-PARTE_1/qualidade-720.mp4
09 - 03.09.2022 - Gestão de Conteúdo e Brand Content,0309-PARTE_4,03.09 - PARTE 4,p4,03.09 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0309-PARTE_4/qualidade-720.mp4
09 - 03.09.2022 - Gestão de Conteúdo e Brand Content,0309-PARTE_3,03.09 - PARTE 3,p4,03.09 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0309-PARTE_3/qualidade-720.mp4
09 - 03.09.2022 - Gestão de Conteúdo e Brand Content,0309-PARTE_2,03.09 - PARTE 2,p4,03.09 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0309-PARTE_2/qualidade-720.mp4
09 - 03.09.2022 - Gestão de Conteúdo e Brand Content,0309-PARTE_1,03.09 - PARTE 1,p4,03.09 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0309-PARTE_1/qualidade-720.mp4
09 - 03.09.2022 - Planejamento Estratégico,03092022-PARTE_4,03.09.2022 - PARTE 4,p4,03.09.2022 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/03092022-PARTE_4/qualidade-720.mp4
09 - 03.09.2022 - Planejamento Estratégico,03092022-PARTE_3,03.09.2022 - PARTE 3,p4,03.09.2022 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/03092022-PARTE_3/qualidade-720.mp4
09 - 03.09.2022 - Planejamento Estratégico,03092022-PARTE_2,03.09.2022 - PARTE 2,p4,03.09.2022 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/03092022-PARTE_2/qualidade-720.mp4
09 - 03.09.2022 - Planejamento Estratégico,03092022-PARTE_1,03.09.2022 - PARTE 1,p4,03.09.2022 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/03092022-PARTE_1/qualidade-720.mp4
09 - 30.07.2022 - Subjetividade e Trabalho,3007-PARTE_4,30.07 - PARTE 4,p4,30.07 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3007-PARTE_4/qualidade-720.mp4
09 - 30.07.2022 - Subjetividade e Trabalho,3007-PARTE_3,30.07 - PARTE 3,p4,30.07 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3007-PARTE_3/qualidade-720.mp4
09 - 30.07.2022 - Subjetividade e Trabalho,3007-PARTE_2,30.07 - PARTE 2,p4,30.07 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3007-PARTE_2/qualidade-720.mp4
09 - 30.07.2022 - Subjetividade e Trabalho,3007-PARTE_1,30.07 - PARTE 1,p4,30.07 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3007-PARTE_1/qualidade-720.mp4
1) Abordagem ao Paciente Básico e Avançado de Vida,ESTUDO_DE_CASO_URGENCIA_E_EMERGENCIA,Estudo de Caso Urgência e Emergência,p4,Estudo de Caso Urgência e Emergência.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO_URGENCIA_E_EMERGENCIA/qualidade-720.mp4
1) Abordagem ao Paciente Básico e Avançado de Vida,AULA_01_3,AULA 01 (3),p4,AULA 01 (3).mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01_3/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,APRESENTACAO-DISCIPLINA_1-SEM_LEGENDA,Apresentação - disciplina 1 - sem legenda,p4,Apresentação - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_1-DISCIPLINA_1-SEM_LEGENDA,AULA 1 - disciplina 1 - sem legenda,p4,AULA 1 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_2-DISCIPLINA_1-SEM_LEGENDA,AULA 2 - disciplina 1 - sem legenda,p4,AULA 2 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_3-DISCIPLINA_1-SEM_LEGENDA,AULA 3 - disciplina 1 - sem legenda,p4,AULA 3 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_4-DISCIPLINA_1-SEM_LEGENDA,AULA 4 - disciplina 1 - sem legenda,p4,AULA 4 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_4-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_5-DISCIPLINA_1-SEM_LEGENDA,AULA 5 - disciplina 1 - sem legenda,p4,AULA 5 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_5-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,AULA_6-DISCIPLINA_1-SEM_LEGENDA,AULA 6 - disciplina 1 - sem legenda,p4,AULA 6 - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_6-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Aspectos Históricos e Culturais de Pessoas Autistas,CONCLUSAO-DISCIPLINA_1-SEM_LEGENDA,Conclusão - disciplina 1 - sem legenda,p4,Conclusão - disciplina 1 - sem legenda.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CONCLUSAO-DISCIPLINA_1-SEM_LEGENDA/qualidade-720.mp4
1) Centro Gerencial em Saúde,CENTRO_GERENCIAL_EM_SAUDE,Centro Gerencial em Saúde,p4,Centro Gerencial em Saúde.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CENTRO_GERENCIAL_EM_SAUDE/qualidade-720.mp4
1) Centro Gerencial em Saúde,ESTUDO_DE_CASO-CENTRO_GERENCIAL_EM_SAUDE,Estudo de Caso - Centro Gerencial em Saúde,p4,Estudo de Caso - Centro Gerencial em Saúde.mp4,640x480,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ESTUDO_DE_CASO-CENTRO_GERENCIAL_EM_SAUDE/qualidade-480.mp4
1) Gestão de Serviços da Saúde,GESTAO_DE_SERVICOS_DA_SAUDE-2_FEITO_COM_O_CLIPCHAMP,Gestão de Serviços da Saúde - 2 ‐ Feito com o Clipchamp,p4,Gestão de Serviços da Saúde - 2 ‐ Feito com o Clipchamp.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/GESTAO_DE_SERVICOS_DA_SAUDE-2_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
1) Gestão de Serviços da Saúde,GESTAO_DE_SERVICOS_DA_SAUDE-1_FEITO_COM_O_CLIPCHAMP,Gestão de Serviços da Saúde - 1 ‐ Feito com o Clipchamp,p4,Gestão de Serviços da Saúde - 1 ‐ Feito com o Clipchamp.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/GESTAO_DE_SERVICOS_DA_SAUDE-1_FEITO_COM_O_CLIPCHAMP/qualidade-720.mp4
