pasta,identifier,filename,Formato,titulo,size,Link
(1) Teoria Geral das Licitações,APRESENTACAO_AULA01,Apresentação Aula01,p4,Apresentação - Teoria Geral das Licitações,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_AULA01/qualidade-720.mp4
(1) Teoria Geral das Licitações,AULA_03-PROF_TIOSSI_JR,Aula 03 - Prof. Tiossi Jr,p4,Aula 03 - Prof. Tiossi Jr,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_03-PROF_TIOSSI_JR/qualidade-720.mp4
(1) Teoria Geral das Licitações,AULA_02-PROF_TIOSSI,Aula 02 - Prof. Tiossi,p4,Aula 02 - Prof. Tiossi,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_02-PROF_TIOSSI/qualidade-720.mp4
(1) Teoria Geral das Licitações,AULA_01-PROF_TIOSSI,Aula 01 - Prof. Tiossi,p4,Aula 01 - Prof. Tiossi,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PROF_TIOSSI/qualidade-720.mp4
(10) Obras e Serviços de Engenharia,CONCLUSAO-HAMILTON,Conclusão - Hamilton,p4,Conclusão - Hamilton,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CONCLUSAO-HAMILTON/qualidade-720.mp4
(10) Obras e Serviços de Engenharia,AULA_2-HAMILTON,Aula 2 - Hamilton,p4,Aula 2 - Hamilton,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-HAMILTON/qualidade-720.mp4
(10) Obras e Serviços de Engenharia,AULA_3-HAMILTON,Aula 3 - Hamilton,p4,Aula 3 - Hamilton,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-HAMILTON/qualidade-720.mp4
(10) Obras e Serviços de Engenharia,ABERTURA-HAMILTON,Abertura - Hamilton,p4,Abertura - Hamilton,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ABERTURA-HAMILTON/qualidade-720.mp4
(10) Obras e Serviços de Engenharia,AULA_1-HAMILTON,Aula 1 - Hamilton,p4,Aula 1 - Hamilton,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-HAMILTON/qualidade-720.mp4
"(11) Pregão, Concorrência e Dispensa Eletrônica",AULA_03-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA,Aula 03 - Pregão Concorrência e Dispensa Eletrônica,p4,Aula 03 - Pregão Concorrência e Dispensa Eletrônica,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_03-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA/qualidade-720.mp4
"(11) Pregão, Concorrência e Dispensa Eletrônica",AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA,Aula 01 - Pregão Concorrência e Dispensa Eletrônica,p4,Aula 01 - Pregão Concorrência e Dispensa Eletrônica,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_01-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA/qualidade-720.mp4
"(11) Pregão, Concorrência e Dispensa Eletrônica",AULA_02-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA,Aula 02 - Pregão Concorrência e Dispensa Eletrônica,p4,Aula 02 - Pregão Concorrência e Dispensa Eletrônica,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_02-PREGAO_CONCORRENCIA_E_DISPENSA_ELETRONICA/qualidade-720.mp4
(12) Prerrogativas das Micro e Pequenas Empresas,DAFNE_REICHEL-AULA_3_ME_E_EPP,DAFNE REICHEL - AULA 3 ME E EPP,p4,DAFNE REICHEL - AULA 3 ME E EPP,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL-AULA_3_ME_E_EPP/qualidade-720.mp4
(12) Prerrogativas das Micro e Pequenas Empresas,DAFNE_REICHEL-AULA_1-ME_E_EPP,DAFNE REICHEL - AULA 1 - ME E EPP,p4,DAFNE REICHEL - AULA 1 - ME E EPP,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL-AULA_1-ME_E_EPP/qualidade-720.mp4
(12) Prerrogativas das Micro e Pequenas Empresas,DAFNE_REICHEL_AULA_2_ME_E_EPP,DAFNE REICHEL AULA 2 ME E EPP,p4,DAFNE REICHEL AULA 2 ME E EPP,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DAFNE_REICHEL_AULA_2_ME_E_EPP/qualidade-720.mp4
(13) Contratações Diretas,INTRODUCAO,Introducao,p4,Introdução,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/INTRODUCAO/qualidade-720.mp4
(13) Contratações Diretas,AULA_3-CONTRATACOES_DIRETAS,Aula 3 - Contratações Diretas,p4,Aula 3 - Contratações Diretas,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-CONTRATACOES_DIRETAS/qualidade-720.mp4
(13) Contratações Diretas,AULA_2-CONTRATACOES_DIRETAS,Aula 2 -Contratações Diretas,p4,Aula 2 -Contratações Diretas,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-CONTRATACOES_DIRETAS/qualidade-720.mp4
(13) Contratações Diretas,AULA_1-CONTRATACOES_DIRETAS,Aula 1 - Contratações Diretas,p4,Aula 1 - Contratações Diretas,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-CONTRATACOES_DIRETAS/qualidade-720.mp4
(14) Contratos Administrativos,APRESENTACAO_DISCIPLINA_CONTRATOS_ADMINISTRATIVOS,APRESENTAÇÃO DISCIPLINA CONTRATOS ADMINISTRATIVOS,p4,APRESENTAÇÃO DISCIPLINA CONTRATOS ADMINISTRATIVOS,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_DISCIPLINA_CONTRATOS_ADMINISTRATIVOS/qualidade-720.mp4
(14) Contratos Administrativos,AULA_3-ALTERACAO_CONTRATUAL_NULIDADE_E_EXTINCAO,"AULA 3 - ALTERAÇAO CONTRATUAL, NULIDADE E EXTINÇÃO",p4,"AULA 3 - ALTERAÇAO CONTRATUAL, NULIDADE E EXTINÇÃO",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-ALTERACAO_CONTRATUAL_NULIDADE_E_EXTINCAO/qualidade-720.mp4
(14) Contratos Administrativos,AULA_I-CONTRATOS_ADMINISTRATIVOS_TERMO_ADITIVO_E_APOSTILAMENTO_FORMALIZACAO_E_EXECUCAO_CONTRATUAL,"AULA I - CONTRATOS ADMINISTRATIVOS, TERMO ADITIVO E APOSTILAMENTO, FORMALIZAÇÃO E EXECUÇÃO CONTRATUAL",p4,"AULA I - CONTRATOS ADMINISTRATIVOS, TERMO ADITIVO E APOSTILAMENTO, FORMALIZAÇÃO E EXECUÇÃO CONTRATUAL",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-CONTRATOS_ADMINISTRATIVOS_TERMO_ADITIVO_E_APOSTILAMENTO_FORMALIZACAO_E_EXECUCAO_CONTRATUAL/qualidade-720.mp4
(14) Contratos Administrativos,AULA_2-DURACAO_E_REGIME_DE_TRANSICAO_CONTRATUAL,AULA 2 - DURAÇÃO E REGIME DE TRANSICAO CONTRATUAL,p4,AULA 2 - DURAÇÃO E REGIME DE TRANSICAO CONTRATUAL,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-DURACAO_E_REGIME_DE_TRANSICAO_CONTRATUAL/qualidade-720.mp4
(15) Fiscalização e Gestão de Contratos,AULA_2-GABRIELA,Aula 2 - Gabriela,p4,Aula 2 - Gabriela,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-GABRIELA/qualidade-720.mp4
(15) Fiscalização e Gestão de Contratos,AULA_3-GABRIELA,Aula 3 - Gabriela,p4,Aula 3 - Gabriela,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-GABRIELA/qualidade-720.mp4
(15) Fiscalização e Gestão de Contratos,AULA_1-GABRIELA,Aula 1 - Gabriela,p4,Aula 1 - Gabriela,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-GABRIELA/qualidade-720.mp4
"(16) Infrações, Sanções Administrativas e Crimes Licitatórios",PARTE_2-AULA_POS,Parte 2 - aula pós,p4,Parte 2 - aula pós,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_2-AULA_POS/qualidade-720.mp4
"(16) Infrações, Sanções Administrativas e Crimes Licitatórios",PARTE_3-AULA_POS,Parte 3 - aula Pós,p4,Parte 3 - aula Pós,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_3-AULA_POS/qualidade-720.mp4
"(16) Infrações, Sanções Administrativas e Crimes Licitatórios",PARTE_1-AULA_POS,Parte 1 - aula pós,p4,Parte 1 - aula pós,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_1-AULA_POS/qualidade-720.mp4
(17) Compliance nas Contratações Públicas,AULA_2_2,Aula 2 (2),p4,Aula 2 (2),1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_2/qualidade-720.mp4
(17) Compliance nas Contratações Públicas,AULA_1-17,Aula 1 -17,p4,Aula 1 -17,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-17/qualidade-720.mp4
(17) Compliance nas Contratações Públicas,AULA_3-17,Aula 3 - 17,p4,Aula 3 - 17,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-17/qualidade-720.mp4
(18)  LGPD e Metaverso nas Contratações Públicas,CONTEXTUALIZACAO_LGPD_FUNDAMENTOS_LEGAIS_PRINCIPIOS,"Contextualização LGPD, fundamentos legais, princípios",p4,"Contextualização LGPD, fundamentos legais, princípios",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CONTEXTUALIZACAO_LGPD_FUNDAMENTOS_LEGAIS_PRINCIPIOS/qualidade-720.mp4
(18)  LGPD e Metaverso nas Contratações Públicas,DIREITOS_DO_TITULAR_METAVERSO_E_AS_NOVAS_TECNOLOGIAS,"Direitos do titular, metaverso e as novas tecnologias",p4,"Direitos do titular, metaverso e as novas tecnologias",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/DIREITOS_DO_TITULAR_METAVERSO_E_AS_NOVAS_TECNOLOGIAS/qualidade-720.mp4
(18)  LGPD e Metaverso nas Contratações Públicas,SEGURANCA_DE_DADOS_E_MEDIDAS_DE_MITIGACAO_DE_RISCOS,Segurança de dados e medidas de mitigação de riscos,p4,Segurança de dados e medidas de mitigação de riscos.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/SEGURANCA_DE_DADOS_E_MEDIDAS_DE_MITIGACAO_DE_RISCOS/qualidade-720.mp4
(2) Agentes Públicos,APRESENTACAO_AGENTES_PUBLICOS,apresentação agentes públicos,p4,apresentação agentes públicos.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_AGENTES_PUBLICOS/qualidade-720.mp4
(2) Agentes Públicos,AULA_I-AGENTES_PUBLICOS,AULA I - AGENTES PÚBLICOS,p4,AULA I - AGENTES PÚBLICOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_I-AGENTES_PUBLICOS/qualidade-720.mp4
(2) Agentes Públicos,AULA_II-AGENTES_PUBLICOS,AULA II - AGENTES PÚBLICOS,p4,AULA II - AGENTES PÚBLICOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_II-AGENTES_PUBLICOS/qualidade-720.mp4
(2) Agentes Públicos,AULA_III-AGENTES_PUBLICOS,AULA III - AGENTES PÚBLICOS,p4,AULA III - AGENTES PÚBLICOS.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_III-AGENTES_PUBLICOS/qualidade-720.mp4
(3) Etapa Preparatória,ETAPA_PREPARATORIA-AULA_1,Etapa Preparatória - Aula 1,p4,Etapa Preparatória - Aula 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ETAPA_PREPARATORIA-AULA_1/qualidade-720.mp4
(3) Etapa Preparatória,ETAPA_PREPARATORIA-AULA_2,Etapa Preparatória - Aula 2,p4,Etapa Preparatória - Aula 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ETAPA_PREPARATORIA-AULA_2/qualidade-720.mp4
(3) Etapa Preparatória,ETAPA_PREPARATORIA-AULA_3,Etapa Preparatória - Aula 3,p4,Etapa Preparatória - Aula 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ETAPA_PREPARATORIA-AULA_3/qualidade-720.mp4
"(4) Modalidades, Proposta de Preços e Critérios de Julgamento",APRESENTACAO_PROFESSOR_FELIPE,Apresentação Professor Felipe,p4,Apresentação Professor Felipe.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/APRESENTACAO_PROFESSOR_FELIPE/qualidade-720.mp4
"(4) Modalidades, Proposta de Preços e Critérios de Julgamento",AULA_1_MODALIDADES_E_CRITERIOS_DE_JULGAMENTO_EM_LICITACOES,Aula 1_ Modalidades e Critérios de Julgamento em Licitações,p4,Aula 1_ Modalidades e Critérios de Julgamento em Licitações.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1_MODALIDADES_E_CRITERIOS_DE_JULGAMENTO_EM_LICITACOES/qualidade-720.mp4
"(4) Modalidades, Proposta de Preços e Critérios de Julgamento",AULA_2_PUBLICIDADE_PRAZOS_DE_DIVULGACAO_E_MODOS_DE_DISPUTA,"Aula 2_ Publicidade, Prazos de Divulgação e Modos de Disputa",p4,"Aula 2_ Publicidade, Prazos de Divulgação e Modos de Disputa.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2_PUBLICIDADE_PRAZOS_DE_DIVULGACAO_E_MODOS_DE_DISPUTA/qualidade-720.mp4
"(4) Modalidades, Proposta de Preços e Critérios de Julgamento",AULA_3_DESEMPATE_VERIFICACAO_PROPOSTAS_E_EXEQUIBILIDADE_DE_PROPOSTAS,"Aula 3_ Desempate, Verificação Propostas e Exequibilidade de Propostas",p4,"Aula 3_ Desempate, Verificação Propostas e Exequibilidade de Propostas.mp4",1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3_DESEMPATE_VERIFICACAO_PROPOSTAS_E_EXEQUIBILIDADE_DE_PROPOSTAS/qualidade-720.mp4
(5) Fase de Habilitação,HABILITACAO_AULA_1,Habilitação aula 1,p4,Habilitação aula 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_1/qualidade-720.mp4
(5) Fase de Habilitação,HABILITACAO_AULA_2,Habilitação aula 2,p4,Habilitação aula 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_2/qualidade-720.mp4
(5) Fase de Habilitação,HABILITACAO_AULA_3,Habilitação aula 3,p4,Habilitação aula 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/HABILITACAO_AULA_3/qualidade-720.mp4
(6) Assessoria Jurídica e Controle Interno,AULA_1-CHRISTIANNE,Aula 1 - Christianne,p4,Aula 1 - Christianne.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-CHRISTIANNE/qualidade-720.mp4
(6) Assessoria Jurídica e Controle Interno,AULA_2-CHRISTIANNE,Aula 2 - Christianne,p4,Aula 2 - Christianne.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-CHRISTIANNE/qualidade-720.mp4
(6) Assessoria Jurídica e Controle Interno,AULA_3-CHRISTIANNE,Aula 3 - Christianne,p4,Aula 3 - Christianne.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-CHRISTIANNE/qualidade-720.mp4
(6) Assessoria Jurídica e Controle Interno,INTRODUCAO-CHRISTIANNE_STROPPA,Introdução - Christianne Stroppa,p4,Introdução - Christianne Stroppa.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/INTRODUCAO-CHRISTIANNE_STROPPA/qualidade-720.mp4
(6) Assessoria Jurídica e Controle Interno,CONCLUSAO-CHRISTIANNE,Conclusão - Christianne,p4,Conclusão - Christianne.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/CONCLUSAO-CHRISTIANNE/qualidade-720.mp4
"(7) Impugnações, Esclarecimentos e Recursos Administrativos",2_AULA_APRESENTACAO,2 Aula Apresentação,p4,2 Aula Apresentação .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2_AULA_APRESENTACAO/qualidade-720.mp4
"(7) Impugnações, Esclarecimentos e Recursos Administrativos",1_AULA,1 Aula -,p4,1 Aula - .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1_AULA/qualidade-720.mp4
"(7) Impugnações, Esclarecimentos e Recursos Administrativos",ENCERRAMENTO,Encerramento,p4,Encerramento.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/ENCERRAMENTO/qualidade-720.mp4
"(7) Impugnações, Esclarecimentos e Recursos Administrativos",3_AULA,3 Aula,p4,3 Aula .mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3_AULA/qualidade-720.mp4
"(7) Impugnações, Esclarecimentos e Recursos Administrativos",0-APRESENTACAO,0-Apresentação,p4,0-Apresentação.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0-APRESENTACAO/qualidade-720.mp4
(9) Procedimentos Auxiliares II,AULA_2-PRE-QUALIFICACAO,Aula 2 - pré-qualificação,p4,Aula 2 - pré-qualificação.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_2-PRE-QUALIFICACAO/qualidade-720.mp4
(9) Procedimentos Auxiliares II,AULA_3-PROCEDIMENTO_DE_MANIFESTACAO_DE_INTERESSE,Aula 3 - procedimento de manifestação de interesse,p4,Aula 3 - procedimento de manifestação de interesse.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_3-PROCEDIMENTO_DE_MANIFESTACAO_DE_INTERESSE/qualidade-720.mp4
(9) Procedimentos Auxiliares II,AULA_1-APRESENTACAO_E_REGISTRO_CADASTRAL,Aula 1 - Apresentação  e Registro Cadastral,p4,Aula 1 - Apresentação  e Registro Cadastral.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/AULA_1-APRESENTACAO_E_REGISTRO_CADASTRAL/qualidade-720.mp4
01 - 07.05.2022 - Gestão de Custos e Formação do Preço de Venda,07052022-PARTE_5,07.05.2022 - PARTE 5,p4,07.05.2022 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/07052022-PARTE_5/qualidade-720.mp4
01 - 07.05.2022 - Gestão de Custos e Formação do Preço de Venda,07052022-PARTE_4,07.05.2022 - PARTE 4,p4,07.05.2022 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/07052022-PARTE_4/qualidade-720.mp4
01 - 07.05.2022 - Gestão de Custos e Formação do Preço de Venda,07052022-PARTE_3,07.05.2022 - PARTE 3,p4,07.05.2022 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/07052022-PARTE_3/qualidade-720.mp4
01 - 07.05.2022 - Gestão de Custos e Formação do Preço de Venda,07052022-PARTE_2,07.05.2022 - PARTE 2,p4,07.05.2022 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/07052022-PARTE_2/qualidade-720.mp4
01 - 07.05.2022 - Gestão de Custos e Formação do Preço de Venda,07052022-PARTE_1,07.05.2022 - PARTE 1,p4,07.05.2022 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/07052022-PARTE_1/qualidade-720.mp4
01 - 14.05.2022 - Estratégias de Marketing em Mídias Sociais,1405-PARTE_4,14.05 - PARTE 4,p4,14.05 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1405-PARTE_4/qualidade-720.mp4
01 - 14.05.2022 - Estratégias de Marketing em Mídias Sociais,1405-PARTE_3,14.05 - PARTE 3,p4,14.05 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1405-PARTE_3/qualidade-720.mp4
01 - 14.05.2022 - Estratégias de Marketing em Mídias Sociais,1405-PARTE_2,14.05 - PARTE 2,p4,14.05 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1405-PARTE_2/qualidade-720.mp4
01 - 14.05.2022 - Estratégias de Marketing em Mídias Sociais,1405-PARTE_1,14.05 - PARTE 1,p4,14.05 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/1405-PARTE_1/qualidade-720.mp4
02 - 21.05.2022 - Gestão de Custos e Formação do Preço de Venda,PARTE_5,PARTE 5,p4,PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_5/qualidade-720.mp4
02 - 21.05.2022 - Gestão de Custos e Formação do Preço de Venda,PARTE_4,PARTE 4,p4,PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_4/qualidade-720.mp4
02 - 21.05.2022 - Gestão de Custos e Formação do Preço de Venda,PARTE_3,PARTE 3,p4,PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_3/qualidade-720.mp4
02 - 21.05.2022 - Gestão de Custos e Formação do Preço de Venda,PARTE_2,PARTE 2,p4,PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_2/qualidade-720.mp4
02 - 21.05.2022 - Gestão de Custos e Formação do Preço de Venda,PARTE_1,PARTE 1,p4,PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/PARTE_1/qualidade-720.mp4
02 - 28.05.2022 - Estratégias de Marketing em Mídias Sociais,2805-PARTE_4,28.05 - PARTE 4,p4,28.05 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2805-PARTE_4/qualidade-720.mp4
02 - 28.05.2022 - Estratégias de Marketing em Mídias Sociais,2805-PARTE_3,28.05 - PARTE 3,p4,28.05 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2805-PARTE_3/qualidade-720.mp4
02 - 28.05.2022 - Estratégias de Marketing em Mídias Sociais,2805-PARTE_2,28.05 - PARTE 2,p4,28.05 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2805-PARTE_2/qualidade-720.mp4
02 - 28.05.2022 - Estratégias de Marketing em Mídias Sociais,2805-PARTE_1,28.05 - PARTE 1,p4,28.05 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/2805-PARTE_1/qualidade-720.mp4
02 - 30.04.2022 - Relações Trabalhistas e Sindicais,3004-PARTE_4,30.04 - PARTE 4,p4,30.04 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3004-PARTE_4/qualidade-720.mp4
02 - 30.04.2022 - Relações Trabalhistas e Sindicais,3004-PARTE_3,30.04 - PARTE 3,p4,30.04 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3004-PARTE_3/qualidade-720.mp4
02 - 30.04.2022 - Relações Trabalhistas e Sindicais,3004-PARTE_2,30.04 - PARTE 2,p4,30.04 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3004-PARTE_2/qualidade-720.mp4
02 - 30.04.2022 - Relações Trabalhistas e Sindicais,3004-PARTE_1,30.04 - PARTE 1,p4,30.04 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/3004-PARTE_1/qualidade-720.mp4
03 - 04.06.2022 - Gestão de Custos e Formação do Preço de Venda,21052022-PARTE_5,21.05.2022 - PARTE 5,p4,21.05.2022 - PARTE 5.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21052022-PARTE_5/qualidade-720.mp4
03 - 04.06.2022 - Gestão de Custos e Formação do Preço de Venda,21052022-PARTE_4,21.05.2022 - PARTE 4,p4,21.05.2022 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21052022-PARTE_4/qualidade-720.mp4
03 - 04.06.2022 - Gestão de Custos e Formação do Preço de Venda,21052022-PARTE_3,21.05.2022 - PARTE 3,p4,21.05.2022 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21052022-PARTE_3/qualidade-720.mp4
03 - 04.06.2022 - Gestão de Custos e Formação do Preço de Venda,21052022-PARTE_2,21.05.2022 - PARTE 2,p4,21.05.2022 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21052022-PARTE_2/qualidade-720.mp4
03 - 04.06.2022 - Gestão de Custos e Formação do Preço de Venda,21052022-PARTE_1,21.05.2022 - PARTE 1,p4,21.05.2022 - PARTE 1.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/21052022-PARTE_1/qualidade-720.mp4
03 - 07.05.2022 - Psicologia Organizacional e do Trabalho,0705-PARTE_4,07.05 - PARTE 4,p4,07.05 - PARTE 4.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0705-PARTE_4/qualidade-720.mp4
03 - 07.05.2022 - Psicologia Organizacional e do Trabalho,0705-PARTE_3,07.05 - PARTE 3,p4,07.05 - PARTE 3.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0705-PARTE_3/qualidade-720.mp4
03 - 07.05.2022 - Psicologia Organizacional e do Trabalho,0705-PARTE_2,07.05 - PARTE 2,p4,07.05 - PARTE 2.mp4,1280x720,https://vfvideos.nyc3.digitaloceanspaces.com/kraush-unicv/video/0705-PARTE_2/qualidade-720.mp4
